Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Sem dados para mostrar,Ordinária,Preferencial,Unit
AHEB5,SPTURIS,SAO PAULO TURISMO S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fiscalização da concessão do Complexo Anhembi. produção e organização de eventos. formulação e execução da político de turismo do Município de São Paulo.,AHEB5,02/10/2024,PNA,"R$ 41,00",1 Ação,"R$ 4,10 mil",ITR - 30/06/2024,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,-,"2,80","2,61","0,54","6,91","6,95","0,69","2,27","1,89","-1,84","1,57","1,50","0,37","4,78","4,81","0,48","R$ 325,08 M","R$ 242,28 M",30/06/2024,"R$ 41,00",02/10/2024,"0,00%","R$ 125,49 M","R$ 16,07 M","R$ 12,88 M","- R$ 1,76 M","R$ 14,65 M","R$ 20,17 M","R$ 2,36","R$ 16,59","R$ 41,00","147,14%","147,14%",-,-,"127,78%","31,06%","73,36%","14,66%","24,24%","4,11%","R$ 1,09 mil","46,14%","-426,40%","69,91%","-646,06%","1.459,06%","34,05%","30,50%","19,37%","23,93%","25,00%","1,76","3,80","2,80","-0,51","R$ 86,06 M","R$ 509,84 M","R$ 1,17 M","R$ 2,10 M","R$ 3,27 M","- R$ 82,80 M","R$ 134,28 M","R$ 15,72",8.407.000,135.000,8.542.000,0,1.000,1.000,8.407.000,134.000,8.541.000,"- R$ 26,32 M","- R$ 35,00 mil","- R$ 332,00 mil","- R$ 26,68 M","- R$ 35,00 mil","- R$ 26,35 M","- R$ 297,00 mil","R$ 50,39 M",,,,,,,,,
AHEB6,SPTURIS,SAO PAULO TURISMO S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fiscalização da concessão do Complexo Anhembi. produção e organização de eventos. formulação e execução da político de turismo do Município de São Paulo.,AHEB6,20/08/2024,PNB,"R$ 35,50",1 Ação,"R$ 7,10 mil",ITR - 30/06/2024,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 20,00","R$ 35,50","77,50%","108,58%","77,50%","33,65%","-31,07%","-11,09%","38,51%","8,68%",-,-,"R$ 109,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AHEB3,AHEB5,
ALLD3,ALLIED,ALLIED TECNOLOGIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Desenvolvimento e licenciamento de plataformas digitais para comercialização de serviços de tecnologia. além de soluções logísticas e de distribuição de produtos.,ALLD3,14/10/2024,ON,"R$ 7,62",1 Ação,"R$ 466,61 mil",ITR - 30/06/2024,Consumo Cíclico,Comércio,Eletrodomésticos,"IGC, IGNM, ITAG","4,64","0,45","0,13","0,54","0,54","0,20","3,45","0,65","-0,76","4,31","3,38","0,16","0,68","0,68","0,25","R$ 715,01 M","R$ 893,99 M",30/06/2024,"R$ 7,62",14/10/2024,"26,71%","R$ 1,31 B","R$ 160,66 M","R$ 46,98 M","- R$ 13,06 M","R$ 60,04 M","R$ 14,77 M","R$ 0,16","R$ 4,25","R$ 8,65","15,98%","64,84%","28,02%","13,12%","-47,26%","-19,19%",-,-,-,-,"R$ 630,24 mil","10,59%","7,75%","16,04%","11,75%","10,06%","4,30%","11,65%","2,71%","3,65%","4,66%","1,59","2,28","1,28","0,68","R$ 421,62 M","R$ 3,64 B","R$ 153,58 M","R$ 447,01 M","R$ 600,59 M","R$ 178,97 M","R$ 1,60 B","R$ 17,01",93.834.000,0,93.834.000,0,0,0,93.834.000,0,93.834.000,"R$ 295,80 M","- R$ 2,00 M","- R$ 271,15 M","R$ 20,39 M","- R$ 2,00 M","R$ 293,80 M","- R$ 6,39 M","R$ 1,32 B",,,,,,,,,
ALOS3,ALLOS,ALLOS S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Planejamento. desenvolvimento. implantação e investimentos na área imobiliária. nomeadamente em Shopping Centers e a participação em outras sociedades e/ou em fundos de investimento imobiliário.,ALOS3,14/10/2024,ON,"R$ 22,32",1 Ação,"R$ 64,54 M",ITR - 30/06/2024,Financeiro,Exploração de Imóveis,Exploração de Imóveis,"IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, IGNM, IMOB, ISE, ITAG, IVBX, SMLL","17,92","0,87","4,44","6,73","6,79","0,44","11,10","5,11","-1,09","11,07","7,02","4,43","6,71","6,77","0,44","R$ 12,12 B","R$ 12,08 B",30/06/2024,"R$ 22,32",14/10/2024,"5,02%","R$ 641,66 M","R$ 462,88 M","R$ 411,83 M","- R$ 146,80 M","R$ 558,62 M","R$ 326,11 M","R$ 0,60","R$ 19,45","R$ 25,42","-8,48%",-,-,-,-,-,-,-,-,-,"R$ 92,51 M","2,79%","4,92%","4,23%","7,46%","4,61%","2,40%","72,57%","24,80%","40,03%","63,13%","0,10","1,96","0,96","-0,02","R$ 36,68 M","R$ 27,50 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 36,68 M","R$ 14,00 B","R$ 25,79",542.936.909,0,542.936.909,9.331.329,0,9.331.329,533.605.580,0,533.605.580,"R$ 438,14 M","- R$ 333,52 M","- R$ 104,73 M","- R$ 102,00 mil","- R$ 10,25 M","R$ 427,90 M","- R$ 15,13 M","R$ 1,78 B",,,,,,,,,
ALPA3,ALPARGATAS,ALPARGATAS S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria e comércio de calçados e artigos esportivos,ALPA3,14/10/2024,ON,"R$ 6,58",1 Ação,"R$ 10,02 mil",ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,IGC,"-2,87","1,15","1,17","4,76","5,70","0,69","-2,82","2,06","-9,46","-2,98","-3,50","1,23","5,03","6,04","0,73","R$ 4,61 B","R$ 4,76 B",30/06/2024,"R$ 6,58",14/10/2024,"0,00%","R$ 1,02 B","R$ 479,42 M","R$ 7,55 M","- R$ 61,21 M","R$ 68,76 M","R$ 23,57 M","R$ 0,03","R$ 6,58","R$ 10,79","-34,20%","-12,38%","-61,27%","-37,73%","-83,37%","-44,98%","-81,14%","-34,08%","-70,88%","-21,85%","R$ 53,69 mil","-17,83%","-16,86%","-27,02%","-25,54%","-29,49%","-20,16%","42,42%","-40,63%","-41,40%","-35,30%","0,50","1,68","0,68","-0,10","R$ 1,28 B","R$ 6,56 B","R$ 222,73 M","R$ 1,19 B","R$ 1,42 B","R$ 140,69 M","R$ 3,90 B","R$ 5,71",339.510.689,343.551.533,683.062.222,32,7.122.818,7.122.850,339.510.657,336.428.715,675.939.372,"R$ 170,93 M","- R$ 20,29 M","- R$ 153,55 M","R$ 6,67 M","- R$ 20,29 M","R$ 150,64 M","- R$ 157,12 M","R$ 787,83 M",,,,,,,,,
ALPA4,ALPARGATAS,ALPARGATAS S.A.,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria e comércio de calçados e artigos esportivos,ALPA4,14/10/2024,PN,"R$ 6,93",1 Ação,"R$ 13,16 M",ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Calçados,"IBOVESPA, IBRA, IBRX, ICON, IGC, IGCT, INDX, SMLL","-3,02","1,21","1,23","5,01","6,01","0,72","-2,97","2,17","-9,96","-2,98","-3,50","1,23","5,03","6,04","0,73","R$ 4,61 B","R$ 4,76 B",30/06/2024,"R$ 6,93",14/10/2024,"0,00%","R$ 1,02 B","R$ 479,42 M","R$ 7,55 M","- R$ 61,21 M","R$ 68,76 M","R$ 23,57 M","R$ 0,03","R$ 6,83","R$ 10,32","-25,56%","-6,73%","-66,21%","-41,83%","-85,24%","-47,13%","-82,72%","-35,51%","-73,14%","-23,10%","R$ 26,15 M","-17,83%","-16,86%","-27,02%","-25,54%","-29,49%","-20,16%","42,42%","-40,63%","-41,40%","-35,30%","0,50","1,68","0,68","-0,10","R$ 1,28 B","R$ 6,56 B","R$ 222,73 M","R$ 1,19 B","R$ 1,42 B","R$ 140,69 M","R$ 3,90 B","R$ 5,71",339.510.689,343.551.533,683.062.222,32,7.122.818,7.122.850,339.510.657,336.428.715,675.939.372,"R$ 170,93 M","- R$ 20,29 M","- R$ 153,55 M","R$ 6,67 M","- R$ 20,29 M","R$ 150,64 M","- R$ 157,12 M","R$ 787,83 M",,,,,,,,,
ALPK3,ESTAPAR,ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Outras atividades de publicidade não especificadas anteriormente; gestão de ativos intangíveis não-financeiros; outras atividades de serviços pessoais não especificadas anteriormente.,ALPK3,14/10/2024,ON,"R$ 2,67",1 Ação,"R$ 526,02 mil",ITR - 30/06/2024,Bens Industriais,Serviços,Serviços Diversos,"IGC, IGNM, ITAG","-15,24","1,63","0,39","1,35",NA,"0,22","2,96","-2,65","-0,23","9,31","4,19","1,24","4,24",NA,"0,69","R$ 579,45 M","R$ 1,82 B",30/06/2024,"R$ 2,67",14/10/2024,"0,00%","R$ 385,13 M","R$ 127,18 M","R$ 59,28 M","- R$ 61,38 M","R$ 120,67 M","R$ 3,71 M","R$ 0,02","R$ 2,61","R$ 4,93","-42,70%","-43,79%","28,37%","13,28%","-53,32%","-22,41%","-74,05%","-28,61%",-,-,"R$ 583,88 mil","27,51%","8,16%","41,68%","12,37%","-10,37%","-1,42%","32,52%","-2,58%","13,30%","29,58%","0,55","7,48","6,48","2,86","R$ 304,40 M","R$ 2,66 B","R$ 348,08 M","R$ 1,20 B","R$ 1,55 B","R$ 1,24 B","R$ 355,26 M","R$ 1,64",217.024.025,0,217.024.025,1.250.845,0,1.250.845,215.773.180,0,215.773.180,"R$ 192,85 M","- R$ 74,93 M","- R$ 3,05 M","R$ 114,88 M",NA,NA,NA,NA,,,,,,,,,
ALUP11,ALUPAR,ALUPAR INVESTIMENTO S/A,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,a participação em outras sociedades atuantes nos setores de energia e infra-estrutura. no Brasil ou no exterior; a geração. transformação. transporte. a distribuiçãoe o comércio de energia.,ALUP11,14/10/2024,UNT,"R$ 29,30",1 Ação,"R$ 19,03 M",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,"IBRA, IEE, IGC, IGCT, ITAG, SMLL, UTIL","12,67","1,19","2,67","3,76","4,16","0,31","3,73","3,90","-0,47","8,32","7,79","5,96","8,40","9,29","0,69","R$ 9,43 B","R$ 20,73 B",30/06/2024,"R$ 29,30",14/10/2024,"4,39%","R$ 953,69 M","R$ 730,77 M","R$ 741,69 M","- R$ 44,14 M","R$ 785,83 M","R$ 237,07 M","R$ 0,25","R$ 25,66","R$ 32,66","4,07%","12,51%","28,50%","13,34%","47,18%","13,74%","64,15%","13,18%","56,56%","9,37%","R$ 29,96 M","6,28%","8,97%","9,52%","13,59%","9,82%","2,61%","75,16%","21,08%","71,66%","76,55%","0,12","3,85","2,85","4,25","R$ 1,17 B","R$ 30,09 B","R$ 2,85 B","R$ 9,63 B","R$ 12,48 B","R$ 11,31 B","R$ 7,81 B","R$ 8,22",645.667.575,305.179.157,950.846.732,0,0,0,645.667.575,305.179.157,950.846.732,"R$ 609,26 M","- R$ 527,35 M","R$ 132,74 M","R$ 223,06 M","- R$ 32,86 M","R$ 576,40 M","- R$ 236,21 M","R$ 2,23 B",,,,,,,,,
ALUP3,ALUPAR,ALUPAR INVESTIMENTO S/A,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,a participação em outras sociedades atuantes nos setores de energia e infra-estrutura. no Brasil ou no exterior; a geração. transformação. transporte. a distribuiçãoe o comércio de energia.,ALUP3,14/10/2024,ON,"R$ 10,00",1 Ação,"R$ 19,03 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"12,97","1,22","2,73","3,85","4,26","0,32","3,82","3,99","-0,48","8,32","7,79","5,96","8,40","9,29","0,69","R$ 9,43 B","R$ 20,73 B",30/06/2024,"R$ 10,00",14/10/2024,"4,28%","R$ 953,69 M","R$ 730,77 M","R$ 741,69 M","- R$ 44,14 M","R$ 785,83 M","R$ 237,07 M","R$ 0,25","R$ 8,53","R$ 11,24","6,43%","15,52%","32,15%","14,93%","51,80%","14,91%","46,54%","10,02%","30,61%","5,48%","R$ 72,12 mil","6,28%","8,97%","9,52%","13,59%","9,82%","2,61%","75,16%","21,08%","71,66%","76,55%","0,12","3,85","2,85","4,25","R$ 1,17 B","R$ 30,09 B","R$ 2,85 B","R$ 9,63 B","R$ 12,48 B","R$ 11,31 B","R$ 7,81 B","R$ 8,22",645.667.575,305.179.157,950.846.732,0,0,0,645.667.575,305.179.157,950.846.732,"R$ 609,26 M","- R$ 527,35 M","R$ 132,74 M","R$ 223,06 M","- R$ 32,86 M","R$ 576,40 M","- R$ 236,21 M","R$ 2,23 B",,,,,,,,,
ALUP4,ALUPAR,ALUPAR INVESTIMENTO S/A,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,a participação em outras sociedades atuantes nos setores de energia e infra-estrutura. no Brasil ou no exterior; a geração. transformação. transporte. a distribuiçãoe o comércio de energia.,ALUP4,14/10/2024,PN,"R$ 9,73",1 Ação,"R$ 77,16 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"12,62","1,18","2,66","3,75","4,15","0,31","3,71","3,88","-0,47","8,32","7,79","5,96","8,40","9,29","0,69","R$ 9,43 B","R$ 20,73 B",30/06/2024,"R$ 9,73",14/10/2024,"4,40%","R$ 953,69 M","R$ 730,77 M","R$ 741,69 M","- R$ 44,14 M","R$ 785,83 M","R$ 237,07 M","R$ 0,25","R$ 8,51","R$ 10,68","5,29%","12,34%","27,86%","13,06%","46,05%","13,44%","78,22%","15,53%","73,90%","11,69%","R$ 139,35 mil","6,28%","8,97%","9,52%","13,59%","9,82%","2,61%","75,16%","21,08%","71,66%","76,55%","0,12","3,85","2,85","4,25","R$ 1,17 B","R$ 30,09 B","R$ 2,85 B","R$ 9,63 B","R$ 12,48 B","R$ 11,31 B","R$ 7,81 B","R$ 8,22",645.667.575,305.179.157,950.846.732,0,0,0,645.667.575,305.179.157,950.846.732,"R$ 609,26 M","- R$ 527,35 M","R$ 132,74 M","R$ 223,06 M","- R$ 32,86 M","R$ 576,40 M","- R$ 236,21 M","R$ 2,23 B",,,,,,,,,
AMAR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAR3,LOJAS MARISA,MARISA LOJAS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Comércio varejista de artigos do vestuário e acessórios. prestação de serviços de correspondente bancário. intermediação de negócios e congêneres. atuação como representante de seguros.,AMAR3,14/10/2024,ON,"R$ 1,02",1 Ação,"R$ 143,34 mil",ITR - 30/06/2024,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,"IGC, IGNM, ITAG","-0,94","-2,11","0,43","-4,13","-3,96","0,25","-1,62","-0,67","-0,17","-5,49","-12,31","1,46","-14,01","-13,41","0,86","R$ 523,73 M","R$ 1,78 B",30/06/2024,"R$ 1,02",14/10/2024,"0,00%","R$ 320,98 M","R$ 158,15 M","- R$ 44,73 M","- R$ 41,78 M","- R$ 2,95 M","- R$ 102,03 M","- R$ 1,49","R$ 1,01","R$ 4,14","-70,69%","-62,91%","-91,05%","-70,04%","-96,12%","-66,12%","-97,20%","-59,06%","-98,00%","-54,24%","R$ 392,74 mil","-19,96%","-15,75%","-30,24%","-23,86%","-183,67%","-20,95%","49,44%","-46,03%","-26,64%","-11,88%","0,46","-8,32","-9,32","-8,68","R$ 31,81 M","R$ 2,06 B","R$ 812,31 M","R$ 470,87 M","R$ 1,28 B","R$ 1,25 B","- R$ 248,06 M","- R$ 3,62",68.568.000,0,68.568.000,41.000,0,41.000,68.527.000,0,68.527.000,"- R$ 208,83 M","R$ 5,30 M","R$ 29,97 M","- R$ 173,57 M","R$ 5,29 M","- R$ 203,54 M","- R$ 5,66 M","- R$ 132,33 M",,,,,,,,,
AMBP3,AMBIPAR,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,ATIVO,FASE OPERACIONAL,Novo Mercado,Gerenciamento e valorização de resíduos. bem como. prestação de serviços de atendimento a emergência.,AMBP3,14/10/2024,ON,"R$ 133,23",1 Ação,"R$ 27,04 M",ITR - 30/06/2024,Utilidade Pública,Água e Saneamento,Água e Saneamento,"IBRA, IBRX, ICO2, IGC, IGCT, IGNM, ISE, ITAG, SMLL, UTIL","-70,19","14,68","4,27","39,28","113,22","1,69","20,07","5,81","-2,84","25,00","17,46","5,32","48,93","141,03","2,10","R$ 22,25 B","R$ 27,72 B",30/06/2024,"R$ 133,23",14/10/2024,"0,00%","R$ 1,41 B","R$ 316,20 M","R$ 302,48 M","- R$ 133,96 M","R$ 436,44 M","- R$ 139,95 M","- R$ 0,84","R$ 8,05","R$ 149,00","755,13%","571,86%","357,92%","113,77%","217,09%","46,86%","372,52%","47,40%",-,-,"R$ 105,77 M","21,61%","13,45%","32,74%","20,38%","-29,73%","-2,93%","23,21%","-6,09%","21,28%","30,47%","0,48","8,69","7,69","3,44","R$ 3,34 B","R$ 13,18 B","R$ 569,91 M","R$ 8,24 B","R$ 8,81 B","R$ 5,46 B","R$ 1,52 B","R$ 9,07",167.041.869,0,167.041.869,4.579.660,0,4.579.660,162.462.209,0,162.462.209,"R$ 200,22 M","- R$ 99,62 M","R$ 364,59 M","R$ 456,65 M","- R$ 34,85 M","R$ 165,37 M","- R$ 370,01 M","R$ 196,56 M",,,,,,,,,
AMER11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMER3,AMERICANAS,AMERICANAS S.A,ATIVO,FASE OPERACIONAL,Novo Mercado,Comércio varejista e atacadista em geral de quaisquer bens e serviços por meio de diversos meios. em especial. da Internet e de lojas físicas. sem restrição a outros meios.,AMER3,14/10/2024,ON,"R$ 3,97",1 Ação,"R$ 13,88 M",ITR - 30/06/2024,Consumo Cíclico,Comércio,Produtos Diversos,-,"-1,65","-0,03","0,05","-3,30","-1,30","0,03","-0,51","-0,02","-0,01","-17,27","-88,72","1,83","-112,28","-44,36","1,04","R$ 794,87 M","R$ 27,06 B",30/06/2024,"R$ 3,97",14/10/2024,"0,00%","R$ 3,11 B","R$ 1,10 B","- R$ 312,00 M","- R$ 255,00 M","- R$ 57,00 M","- R$ 1,87 B","- R$ 2,07","R$ 3,84","R$ 118,00","-95,59%","-94,97%","-99,77%","-95,21%","-99,88%","-89,41%",-,-,-,-,"R$ 36,79 M","31,98%","11,00%","48,45%","16,67%","1,64%","-1,96%","33,16%","-3,26%","-10,62%","-2,07%","0,60","-0,85","-1,85","-86,11","R$ 3,05 B","R$ 25,90 B","R$ 29,32 B","R$ 0,00","R$ 29,32 B","R$ 26,26 B","- R$ 30,36 B","- R$ 33,64",902.529.503,0,902.529.503,7.416,0,7.416,902.522.087,0,902.522.087,"R$ 1,42 B","R$ 112,00 M","- R$ 100,00 M","R$ 1,43 B","- R$ 52,00 M","R$ 1,37 B","- R$ 369,00 M","- R$ 610,00 M",,,,,,,,,
ANIM3,ANIMA,ANIMA HOLDING S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Administração. direta ou indireta. de atividade de instituições de 3º e 4º graus. educação profissional.,ANIM3,14/10/2024,ON,"R$ 2,45",1 Ação,"R$ 25,45 M",ITR - 30/06/2024,Consumo Cíclico,Diversos,Serviços Educacionais,"IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","-9,82","0,41","0,26","1,73","1,92","0,10","1,45","1,13","-0,15","8,66","4,89","1,55","10,33","11,43","0,60","R$ 989,48 M","R$ 5,90 B",30/06/2024,"R$ 2,45",14/10/2024,"19,24%","R$ 977,00 M","R$ 608,15 M","R$ 198,04 M","- R$ 130,02 M","R$ 328,06 M","- R$ 14,69 M","- R$ 0,04","R$ 2,24","R$ 4,67","-35,40%","-5,08%","-52,78%","-31,25%","-69,73%","-32,83%","-72,33%","-27,46%","-59,08%","-16,35%","R$ 21,72 M","12,87%","5,86%","19,51%","8,88%","-3,91%","-1,00%","61,67%","-2,64%","17,85%","31,58%","0,38","4,01","3,01","4,07","R$ 172,42 M","R$ 9,77 B","R$ 505,13 M","R$ 4,57 B","R$ 5,08 B","R$ 4,91 B","R$ 2,44 B","R$ 6,04",403.868.805,0,403.868.805,26.480.554,0,26.480.554,377.388.251,0,377.388.251,"R$ 172,58 M","- R$ 668,92 M","R$ 522,28 M","R$ 25,95 M","R$ 2,03 M","R$ 174,61 M","- R$ 54,67 M","R$ 515,80 M",,,,,,,,,
APTI3,ALIPERTI,SIDERURGICA J. L. ALIPERTI S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,APTI3,NA,ON,NA,NA,NA,ITR - 30/06/2024,Consumo não Cíclico,Agropecuária,Agricultura,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,25","2,17","4,59","8,98","41,48","0,24","R$ 65,08 M","R$ 121,59 M",30/06/2024,"R$ 0,00",//0,"0,00%","R$ 17,81 M","R$ 17,81 M","R$ 14,89 M","- R$ 433,00 mil","R$ 15,30 M","R$ 12,20 M","R$ 669,50",,,,,,,,,,,,,,"7,85%","13,30%","11,90%","20,14%","22,28%","9,85%","99,50%","181,59%","204,34%","211,90%","0,05","1,90","0,90","1,01","R$ 312,00 mil","R$ 500,12 M","R$ 0,00","R$ 56,82 M","R$ 56,82 M","R$ 56,50 M","R$ 263,06 M","R$ 14,44 mil",6.250,11.965,18.215,0,380,380,6.250,11.585,17.835,"R$ 9,80 M","- R$ 9,66 M","- R$ 8,88 M","- R$ 8,74 M","- R$ 9,66 M","R$ 138,00 mil","- R$ 10,60 M","R$ 2,93 M",,,,,,,,,
APTI4,ALIPERTI,SIDERURGICA J. L. ALIPERTI S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,APTI4,01/08/2018,PN,"R$ 3.500,00",1 Ação,"R$ 700,00 mil",ITR - 30/06/2024,Consumo não Cíclico,Agropecuária,Agricultura,-,"1,35","0,25","2,46","4,81","22,20","0,13","1,20","0,34","-1,46","2,25","2,17","4,59","8,98","41,48","0,24","R$ 65,08 M","R$ 121,59 M",30/06/2024,"R$ 3,50 mil",01/08/2018,"0,00%","R$ 17,81 M","R$ 17,81 M","R$ 14,89 M","- R$ 433,00 mil","R$ 15,30 M","R$ 12,20 M","R$ 669,50","R$ 0,00","R$ 0,00",-,-,-,-,-,-,-,-,-,-,"R$ 0,00","7,85%","13,30%","11,90%","20,14%","22,28%","9,85%","99,50%","181,59%","204,34%","211,90%","0,05","1,90","0,90","1,01","R$ 312,00 mil","R$ 500,12 M","R$ 0,00","R$ 56,82 M","R$ 56,82 M","R$ 56,50 M","R$ 263,06 M","R$ 14,44 mil",6.250,11.965,18.215,0,380,380,6.250,11.585,17.835,"R$ 9,80 M","- R$ 9,66 M","- R$ 8,88 M","- R$ 8,74 M","- R$ 9,66 M","R$ 138,00 mil","- R$ 10,60 M","R$ 2,93 M",,,,,,,,,
ARML3,ARMAC,ARMAC LOCAÇÃO. LOGÍSTICA E SERVIÇOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Locação de máquinas e equipamentos pesados,ARML3,14/10/2024,ON,"R$ 8,14",1 Ação,"R$ 3,28 M",ITR - 30/06/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,"AGFS, IBRA, IGC, IGCT, IGNM, INDX, ITAG, SMLL","11,19","2,19","1,61","-3,90",NA,"0,58","4,77","3,26","-1,03","9,19","6,72","3,11","-7,50",NA,"1,11","R$ 2,82 B","R$ 5,43 B",30/06/2024,"R$ 8,14",14/10/2024,"3,79%","R$ 407,70 M","R$ 170,57 M","R$ 137,07 M","- R$ 79,50 M","R$ 350,52 M","R$ 50,39 M","R$ 0,15","R$ 7,85","R$ 17,57","-48,23%","-36,11%","-41,26%","-23,33%","-63,82%","-28,72%",-,-,-,-,"R$ 6,91 M",NA,NA,NA,NA,NA,NA,"45,31%","14,43%","33,84%","46,24%",NA,"3,80","2,80","3,23","R$ 243,00 M","R$ 4,90 B","R$ 352,35 M","R$ 2,50 B","R$ 2,85 B","R$ 2,61 B","R$ 1,29 B","R$ 3,72",346.494.097,0,346.494.097,363.409,0,363.409,346.130.688,0,346.130.688,"- R$ 30,47 M","- R$ 403,48 M","R$ 422,54 M","- R$ 11,41 M",NA,NA,NA,NA,,,,,,,,,
